LEGEND_LINE,,,,,,,,,,,,,,,,,,,,,,,,
detector_num,detector_position_x,detector_position_y,detector_position_z,detector_direction_x,detector_direction_y,detector_direction_z,detector_type,detector_status,channel_num,channel_position_x,channel_position_y,channel_position_z,channel_strip_side,channel_strip_num,channel_signal_crate,channel_signal_card,channel_signal_channel,channel_level2_crate,channel_level2_card,channel_level2_channel,channel_hv_crate,channel_hv_card,channel_hv_channel,channel_status
1,0,-0.144649,0.404,0,0,1,lappd_v1,ON,63,100,-270,0,0,3,0,2,4,0,0,32669,1,6,0,ON
1,0,-0.144649,0.404,0,0,1,lappd_v1,ON,64,100,-260,0,0,4,0,2,5,0,0,32669,1,6,1,ON
1,0,-0.144649,0.404,0,0,1,lappd_v1,ON,65,100,-250,0,0,5,0,2,6,0,0,32669,1,6,2,ON
1,0,-0.144649,0.404,0,0,1,lappd_v1,ON,66,100,-240,0,0,6,0,2,7,0,0,32669,1,6,3,ON
1,0,-0.144649,0.404,0,0,1,lappd_v1,ON,67,100,-230,0,0,7,0,2,8,0,0,32669,1,7,0,ON
1,0,-0.144649,0.404,0,0,1,lappd_v1,ON,68,100,-220,0,0,8,0,2,9,0,0,32669,1,7,1,ON
1,0,-0.144649,0.404,0,0,1,lappd_v1,ON,69,100,-210,0,0,9,0,2,10,0,0,32669,1,7,2,ON
1,0,-0.144649,0.404,0,0,1,lappd_v1,ON,70,100,-200,0,0,10,0,2,11,0,0,32669,1,7,3,ON
1,0,-0.144649,0.404,0,0,1,lappd_v1,ON,71,100,-190,0,0,11,0,2,12,0,0,32669,1,8,0,ON
1,0,-0.144649,0.404,0,0,1,lappd_v1,ON,72,100,-180,0,0,12,0,2,13,0,0,32669,1,8,1,ON
1,0,-0.144649,0.404,0,0,1,lappd_v1,ON,73,100,-170,0,0,13,0,2,14,0,0,32669,1,8,2,ON
1,0,-0.144649,0.404,0,0,1,lappd_v1,ON,74,100,-160,0,0,14,0,2,15,0,0,32669,1,8,3,ON
1,0,-0.144649,0.404,0,0,1,lappd_v1,ON,75,100,-150,0,0,15,0,2,16,0,0,32669,1,9,0,ON
1,0,-0.144649,0.404,0,0,1,lappd_v1,ON,76,100,-140,0,0,16,0,2,17,0,0,32669,1,9,1,ON
1,0,-0.144649,0.404,0,0,1,lappd_v1,ON,77,100,-130,0,0,17,0,2,18,0,0,32669,1,9,2,ON
1,0,-0.144649,0.404,0,0,1,lappd_v1,ON,78,100,-120,0,0,18,0,2,19,0,0,32669,1,9,3,ON
1,0,-0.144649,0.404,0,0,1,lappd_v1,ON,79,100,-110,0,0,19,0,2,20,0,0,32669,2,0,0,ON
1,0,-0.144649,0.404,0,0,1,lappd_v1,ON,80,100,-100,0,0,20,0,2,21,0,0,32669,2,0,1,ON
1,0,-0.144649,0.404,0,0,1,lappd_v1,ON,81,100,-90,0,0,21,0,2,22,0,0,32669,2,0,2,ON
1,0,-0.144649,0.404,0,0,1,lappd_v1,ON,82,100,-80,0,0,22,0,2,23,0,0,32669,2,0,3,ON
1,0,-0.144649,0.404,0,0,1,lappd_v1,ON,83,100,-70,0,0,23,0,2,24,0,0,32669,2,1,0,ON
1,0,-0.144649,0.404,0,0,1,lappd_v1,ON,84,100,-60,0,0,24,0,2,25,0,0,32669,2,1,1,ON
1,0,-0.144649,0.404,0,0,1,lappd_v1,ON,85,100,-50,0,0,25,0,2,26,0,0,32669,2,1,2,ON
1,0,-0.144649,0.404,0,0,1,lappd_v1,ON,86,100,-40,0,0,26,0,2,27,0,0,32669,2,1,3,ON
1,0,-0.144649,0.404,0,0,1,lappd_v1,ON,87,100,-30,0,0,27,0,2,28,0,0,32669,2,2,0,ON
1,0,-0.144649,0.404,0,0,1,lappd_v1,ON,88,100,-20,0,0,28,0,2,29,0,0,32669,2,2,1,ON
1,0,-0.144649,0.404,0,0,1,lappd_v1,ON,89,100,-10,0,0,29,0,3,0,0,0,32669,2,2,2,ON
1,0,-0.144649,0.404,0,0,1,lappd_v1,ON,90,-100,-300,0,1,0,0,3,1,0,0,32669,2,2,3,ON
1,0,-0.144649,0.404,0,0,1,lappd_v1,ON,91,-100,-290,0,1,1,0,3,2,0,0,32669,2,3,0,ON
1,0,-0.144649,0.404,0,0,1,lappd_v1,ON,92,-100,-280,0,1,2,0,3,3,0,0,32669,2,3,1,ON
1,0,-0.144649,0.404,0,0,1,lappd_v1,ON,93,-100,-270,0,1,3,0,3,4,0,0,32669,2,3,2,ON
1,0,-0.144649,0.404,0,0,1,lappd_v1,ON,94,-100,-260,0,1,4,0,3,5,0,0,32669,2,3,3,ON
1,0,-0.144649,0.404,0,0,1,lappd_v1,ON,95,-100,-250,0,1,5,0,3,6,0,0,32669,2,4,0,ON
1,0,-0.144649,0.404,0,0,1,lappd_v1,ON,96,-100,-240,0,1,6,0,3,7,0,0,32669,2,4,1,ON
1,0,-0.144649,0.404,0,0,1,lappd_v1,ON,97,-100,-230,0,1,7,0,3,8,0,0,32669,2,4,2,ON
1,0,-0.144649,0.404,0,0,1,lappd_v1,ON,98,-100,-220,0,1,8,0,3,9,0,0,32669,2,4,3,ON
1,0,-0.144649,0.404,0,0,1,lappd_v1,ON,99,-100,-210,0,1,9,0,3,10,0,0,32669,2,5,0,ON
1,0,-0.144649,0.404,0,0,1,lappd_v1,ON,100,-100,-200,0,1,10,0,3,11,0,0,32669,2,5,1,ON
1,0,-0.144649,0.404,0,0,1,lappd_v1,ON,101,-100,-190,0,1,11,0,3,12,0,0,32669,2,5,2,ON
1,0,-0.144649,0.404,0,0,1,lappd_v1,ON,102,-100,-180,0,1,12,0,3,13,0,0,32669,2,5,3,ON
1,0,-0.144649,0.404,0,0,1,lappd_v1,ON,103,-100,-170,0,1,13,0,3,14,0,0,32669,2,6,0,ON
1,0,-0.144649,0.404,0,0,1,lappd_v1,ON,104,-100,-160,0,1,14,0,3,15,0,0,32669,2,6,1,ON
1,0,-0.144649,0.404,0,0,1,lappd_v1,ON,105,-100,-150,0,1,15,0,3,16,0,0,32669,2,6,2,ON
1,0,-0.144649,0.404,0,0,1,lappd_v1,ON,106,-100,-140,0,1,16,0,3,17,0,0,32669,2,6,3,ON
1,0,-0.144649,0.404,0,0,1,lappd_v1,ON,107,-100,-130,0,1,17,0,3,18,0,0,32669,2,7,0,ON
1,0,-0.144649,0.404,0,0,1,lappd_v1,ON,108,-100,-120,0,1,18,0,3,19,0,0,32669,2,7,1,ON
1,0,-0.144649,0.404,0,0,1,lappd_v1,ON,109,-100,-110,0,1,19,0,3,20,0,0,32669,2,7,2,ON
1,0,-0.144649,0.404,0,0,1,lappd_v1,ON,110,-100,-100,0,1,20,0,3,21,0,0,32669,2,7,3,ON
1,0,-0.144649,0.404,0,0,1,lappd_v1,ON,111,-100,-90,0,1,21,0,3,22,0,0,32669,2,8,0,ON
1,0,-0.144649,0.404,0,0,1,lappd_v1,ON,112,-100,-80,0,1,22,0,3,23,0,0,32669,2,8,1,ON
1,0,-0.144649,0.404,0,0,1,lappd_v1,ON,113,-100,-70,0,1,23,0,3,24,0,0,32669,2,8,2,ON
1,0,-0.144649,0.404,0,0,1,lappd_v1,ON,114,-100,-60,0,1,24,0,3,25,0,0,32669,2,8,3,ON
1,0,-0.144649,0.404,0,0,1,lappd_v1,ON,115,-100,-50,0,1,25,0,3,26,0,0,32669,2,9,0,ON
1,0,-0.144649,0.404,0,0,1,lappd_v1,ON,116,-100,-40,0,1,26,0,3,27,0,0,32669,2,9,1,ON
1,0,-0.144649,0.404,0,0,1,lappd_v1,ON,117,-100,-30,0,1,27,0,3,28,0,0,32669,2,9,2,ON
1,0,-0.144649,0.404,0,0,1,lappd_v1,ON,118,-100,-20,0,1,28,0,3,29,0,0,32669,2,9,3,ON
1,0,-0.144649,0.404,0,0,1,lappd_v1,ON,119,-100,-10,0,1,29,0,4,0,0,0,32669,3,0,0,ON
2,0,0.637851,0.404,0,0,1,lappd_v1,ON,120,100,-300,0,0,0,0,4,1,0,0,32669,3,0,1,ON
2,0,0.637851,0.404,0,0,1,lappd_v1,ON,121,100,-290,0,0,1,0,4,2,0,0,32669,3,0,2,ON
2,0,0.637851,0.404,0,0,1,lappd_v1,ON,122,100,-280,0,0,2,0,4,3,0,0,32669,3,0,3,ON
2,0,0.637851,0.404,0,0,1,lappd_v1,ON,123,100,-270,0,0,3,0,4,4,0,0,32669,3,1,0,ON
2,0,0.637851,0.404,0,0,1,lappd_v1,ON,124,100,-260,0,0,4,0,4,5,0,0,32669,3,1,1,ON
2,0,0.637851,0.404,0,0,1,lappd_v1,ON,125,100,-250,0,0,5,0,4,6,0,0,32669,3,1,2,ON
2,0,0.637851,0.404,0,0,1,lappd_v1,ON,126,100,-240,0,0,6,0,4,7,0,0,32669,3,1,3,ON
2,0,0.637851,0.404,0,0,1,lappd_v1,ON,127,100,-230,0,0,7,0,4,8,0,0,32669,3,2,0,ON
2,0,0.637851,0.404,0,0,1,lappd_v1,ON,128,100,-220,0,0,8,0,4,9,0,0,32669,3,2,1,ON
2,0,0.637851,0.404,0,0,1,lappd_v1,ON,129,100,-210,0,0,9,0,4,10,0,0,32669,3,2,2,ON
2,0,0.637851,0.404,0,0,1,lappd_v1,ON,130,100,-200,0,0,10,0,4,11,0,0,32669,3,2,3,ON
2,0,0.637851,0.404,0,0,1,lappd_v1,ON,131,100,-190,0,0,11,0,4,12,0,0,32669,3,3,0,ON
2,0,0.637851,0.404,0,0,1,lappd_v1,ON,132,100,-180,0,0,12,0,4,13,0,0,32669,3,3,1,ON
2,0,0.637851,0.404,0,0,1,lappd_v1,ON,133,100,-170,0,0,13,0,4,14,0,0,32669,3,3,2,ON
2,0,0.637851,0.404,0,0,1,lappd_v1,ON,134,100,-160,0,0,14,0,4,15,0,0,32669,3,3,3,ON
2,0,0.637851,0.404,0,0,1,lappd_v1,ON,135,100,-150,0,0,15,0,4,16,0,0,32669,3,4,0,ON
2,0,0.637851,0.404,0,0,1,lappd_v1,ON,136,100,-140,0,0,16,0,4,17,0,0,32669,3,4,1,ON
2,0,0.637851,0.404,0,0,1,lappd_v1,ON,137,100,-130,0,0,17,0,4,18,0,0,32669,3,4,2,ON
2,0,0.637851,0.404,0,0,1,lappd_v1,ON,138,100,-120,0,0,18,0,4,19,0,0,32669,3,4,3,ON
2,0,0.637851,0.404,0,0,1,lappd_v1,ON,139,100,-110,0,0,19,0,4,20,0,0,32669,3,5,0,ON
2,0,0.637851,0.404,0,0,1,lappd_v1,ON,140,100,-100,0,0,20,0,4,21,0,0,32669,3,5,1,ON
2,0,0.637851,0.404,0,0,1,lappd_v1,ON,141,100,-90,0,0,21,0,4,22,0,0,32669,3,5,2,ON
2,0,0.637851,0.404,0,0,1,lappd_v1,ON,142,100,-80,0,0,22,0,4,23,0,0,32669,3,5,3,ON
2,0,0.637851,0.404,0,0,1,lappd_v1,ON,143,100,-70,0,0,23,0,4,24,0,0,32669,3,6,0,ON
2,0,0.637851,0.404,0,0,1,lappd_v1,ON,144,100,-60,0,0,24,0,4,25,0,0,32669,3,6,1,ON
2,0,0.637851,0.404,0,0,1,lappd_v1,ON,145,100,-50,0,0,25,0,4,26,0,0,32669,3,6,2,ON
2,0,0.637851,0.404,0,0,1,lappd_v1,ON,146,100,-40,0,0,26,0,4,27,0,0,32669,3,6,3,ON
2,0,0.637851,0.404,0,0,1,lappd_v1,ON,147,100,-30,0,0,27,0,4,28,0,0,32669,3,7,0,ON
2,0,0.637851,0.404,0,0,1,lappd_v1,ON,148,100,-20,0,0,28,0,4,29,0,0,32669,3,7,1,ON
2,0,0.637851,0.404,0,0,1,lappd_v1,ON,149,100,-10,0,0,29,0,5,0,0,0,32669,3,7,2,ON
2,0,0.637851,0.404,0,0,1,lappd_v1,ON,150,-100,-300,0,1,0,0,5,1,0,0,32669,3,7,3,ON
2,0,0.637851,0.404,0,0,1,lappd_v1,ON,151,-100,-290,0,1,1,0,5,2,0,0,32669,3,8,0,ON
2,0,0.637851,0.404,0,0,1,lappd_v1,ON,152,-100,-280,0,1,2,0,5,3,0,0,32669,3,8,1,ON
2,0,0.637851,0.404,0,0,1,lappd_v1,ON,153,-100,-270,0,1,3,0,5,4,0,0,32669,3,8,2,ON
2,0,0.637851,0.404,0,0,1,lappd_v1,ON,154,-100,-260,0,1,4,0,5,5,0,0,32669,3,8,3,ON
2,0,0.637851,0.404,0,0,1,lappd_v1,ON,155,-100,-250,0,1,5,0,5,6,0,0,32669,3,9,0,ON
2,0,0.637851,0.404,0,0,1,lappd_v1,ON,156,-100,-240,0,1,6,0,5,7,0,0,32669,3,9,1,ON
2,0,0.637851,0.404,0,0,1,lappd_v1,ON,157,-100,-230,0,1,7,0,5,8,0,0,32669,3,9,2,ON
2,0,0.637851,0.404,0,0,1,lappd_v1,ON,158,-100,-220,0,1,8,0,5,9,0,0,32669,3,9,3,ON
2,0,0.637851,0.404,0,0,1,lappd_v1,ON,159,-100,-210,0,1,9,0,5,10,0,0,32669,4,0,0,ON
2,0,0.637851,0.404,0,0,1,lappd_v1,ON,160,-100,-200,0,1,10,0,5,11,0,0,32669,4,0,1,ON
2,0,0.637851,0.404,0,0,1,lappd_v1,ON,161,-100,-190,0,1,11,0,5,12,0,0,32669,4,0,2,ON
2,0,0.637851,0.404,0,0,1,lappd_v1,ON,162,-100,-180,0,1,12,0,5,13,0,0,32669,4,0,3,ON
2,0,0.637851,0.404,0,0,1,lappd_v1,ON,163,-100,-170,0,1,13,0,5,14,0,0,32669,4,1,0,ON
2,0,0.637851,0.404,0,0,1,lappd_v1,ON,164,-100,-160,0,1,14,0,5,15,0,0,32669,4,1,1,ON
2,0,0.637851,0.404,0,0,1,lappd_v1,ON,165,-100,-150,0,1,15,0,5,16,0,0,32669,4,1,2,ON
2,0,0.637851,0.404,0,0,1,lappd_v1,ON,166,-100,-140,0,1,16,0,5,17,0,0,32669,4,1,3,ON
2,0,0.637851,0.404,0,0,1,lappd_v1,ON,167,-100,-130,0,1,17,0,5,18,0,0,32669,4,2,0,ON
2,0,0.637851,0.404,0,0,1,lappd_v1,ON,168,-100,-120,0,1,18,0,5,19,0,0,32669,4,2,1,ON
2,0,0.637851,0.404,0,0,1,lappd_v1,ON,169,-100,-110,0,1,19,0,5,20,0,0,32669,4,2,2,ON
2,0,0.637851,0.404,0,0,1,lappd_v1,ON,170,-100,-100,0,1,20,0,5,21,0,0,32669,4,2,3,ON
2,0,0.637851,0.404,0,0,1,lappd_v1,ON,171,-100,-90,0,1,21,0,5,22,0,0,32669,4,3,0,ON
2,0,0.637851,0.404,0,0,1,lappd_v1,ON,172,-100,-80,0,1,22,0,5,23,0,0,32669,4,3,1,ON
2,0,0.637851,0.404,0,0,1,lappd_v1,ON,173,-100,-70,0,1,23,0,5,24,0,0,32669,4,3,2,ON
2,0,0.637851,0.404,0,0,1,lappd_v1,ON,174,-100,-60,0,1,24,0,5,25,0,0,32669,4,3,3,ON
2,0,0.637851,0.404,0,0,1,lappd_v1,ON,175,-100,-50,0,1,25,0,5,26,0,0,32669,4,4,0,ON
2,0,0.637851,0.404,0,0,1,lappd_v1,ON,176,-100,-40,0,1,26,0,5,27,0,0,32669,4,4,1,ON
2,0,0.637851,0.404,0,0,1,lappd_v1,ON,177,-100,-30,0,1,27,0,5,28,0,0,32669,4,4,2,ON
2,0,0.637851,0.404,0,0,1,lappd_v1,ON,178,-100,-20,0,1,28,0,5,29,0,0,32669,4,4,3,ON
2,0,0.637851,0.404,0,0,1,lappd_v1,ON,179,-100,-10,0,1,29,0,6,0,0,0,32669,4,5,0,ON
3,0.902975,-0.927149,0.778025,-0.707107,0,0.707107,lappd_v1,ON,180,100,-300,0,0,0,0,6,1,0,0,32669,4,5,1,ON
3,0.902975,-0.927149,0.778025,-0.707107,0,0.707107,lappd_v1,ON,181,100,-290,0,0,1,0,6,2,0,0,32669,4,5,2,ON
3,0.902975,-0.927149,0.778025,-0.707107,0,0.707107,lappd_v1,ON,182,100,-280,0,0,2,0,6,3,0,0,32669,4,5,3,ON
3,0.902975,-0.927149,0.778025,-0.707107,0,0.707107,lappd_v1,ON,183,100,-270,0,0,3,0,6,4,0,0,32669,4,6,0,ON
3,0.902975,-0.927149,0.778025,-0.707107,0,0.707107,lappd_v1,ON,184,100,-260,0,0,4,0,6,5,0,0,32669,4,6,1,ON
3,0.902975,-0.927149,0.778025,-0.707107,0,0.707107,lappd_v1,ON,185,100,-250,0,0,5,0,6,6,0,0,32669,4,6,2,ON
3,0.902975,-0.927149,0.778025,-0.707107,0,0.707107,lappd_v1,ON,186,100,-240,0,0,6,0,6,7,0,0,32669,4,6,3,ON
3,0.902975,-0.927149,0.778025,-0.707107,0,0.707107,lappd_v1,ON,187,100,-230,0,0,7,0,6,8,0,0,32669,4,7,0,ON
3,0.902975,-0.927149,0.778025,-0.707107,0,0.707107,lappd_v1,ON,188,100,-220,0,0,8,0,6,9,0,0,32669,4,7,1,ON
3,0.902975,-0.927149,0.778025,-0.707107,0,0.707107,lappd_v1,ON,189,100,-210,0,0,9,0,6,10,0,0,32669,4,7,2,ON
3,0.902975,-0.927149,0.778025,-0.707107,0,0.707107,lappd_v1,ON,190,100,-200,0,0,10,0,6,11,0,0,32669,4,7,3,ON
3,0.902975,-0.927149,0.778025,-0.707107,0,0.707107,lappd_v1,ON,191,100,-190,0,0,11,0,6,12,0,0,32669,4,8,0,ON
3,0.902975,-0.927149,0.778025,-0.707107,0,0.707107,lappd_v1,ON,192,100,-180,0,0,12,0,6,13,0,0,32669,4,8,1,ON
3,0.902975,-0.927149,0.778025,-0.707107,0,0.707107,lappd_v1,ON,193,100,-170,0,0,13,0,6,14,0,0,32669,4,8,2,ON
3,0.902975,-0.927149,0.778025,-0.707107,0,0.707107,lappd_v1,ON,194,100,-160,0,0,14,0,6,15,0,0,32669,4,8,3,ON
3,0.902975,-0.927149,0.778025,-0.707107,0,0.707107,lappd_v1,ON,195,100,-150,0,0,15,0,6,16,0,0,32669,4,9,0,ON
3,0.902975,-0.927149,0.778025,-0.707107,0,0.707107,lappd_v1,ON,196,100,-140,0,0,16,0,6,17,0,0,32669,4,9,1,ON
3,0.902975,-0.927149,0.778025,-0.707107,0,0.707107,lappd_v1,ON,197,100,-130,0,0,17,0,6,18,0,0,32669,4,9,2,ON
3,0.902975,-0.927149,0.778025,-0.707107,0,0.707107,lappd_v1,ON,198,100,-120,0,0,18,0,6,19,0,0,32669,4,9,3,ON
3,0.902975,-0.927149,0.778025,-0.707107,0,0.707107,lappd_v1,ON,199,100,-110,0,0,19,0,6,20,0,0,32669,5,0,0,ON
3,0.902975,-0.927149,0.778025,-0.707107,0,0.707107,lappd_v1,ON,200,100,-100,0,0,20,0,6,21,0,0,32669,5,0,1,ON
3,0.902975,-0.927149,0.778025,-0.707107,0,0.707107,lappd_v1,ON,201,100,-90,0,0,21,0,6,22,0,0,32669,5,0,2,ON
3,0.902975,-0.927149,0.778025,-0.707107,0,0.707107,lappd_v1,ON,202,100,-80,0,0,22,0,6,23,0,0,32669,5,0,3,ON
